name,price
包邮从零开始学Python程序设计 适用于Python3.5版本以上 网络爬虫教程书,59.00
零起点python足彩大数据与机器学习实盘分析+零起点Python机器学习快速入门+大,266.00
包邮 Python Web开发实战+Python Qt GUI快速编程：PyQt编程指南,136.50
包邮 Python金融实战 金融数据分析教程书籍 数据计算器编程教程 应用 机器学习算法,58.80
包邮 Python地理数据处理 python数据分析实战教程书籍,60.50
包邮 Python物理建模初学者指南 Python数据处理入门到实践 书籍,47.50
包邮  Python数据可视化 Python编程语言入门书籍 数据分析与可视化,56.00
包邮  Selenium自动化测试之道——基于Python和Java语言 计算机 软件开发,47.50
跟老齐学Python：轻松入门,38.94
6a正版现货 Python学习手册 python学习参考手册  python编程入门经典书,120.64
Python程序设计教程,33.83
包邮 Python Linux系统管理与自动化运维 Python Linux操作系统编程,67.90
正版 Python高手之路 第3版 python3爬虫数据分析 绝技核心编程基础视频教程网,57.00
正版 Python和Pygame游戏开发指南 Python 2D游戏开发教程 Python,61.00
Python核心编程 第3版+Python基础教程 全2册 python开发大全 pyth,164.00
Python程序设计教程 涵盖python3.0到3.5实用特性   python基础学,59.54
人民邮电：Python 算法教程,69.00
正版现货 精通Python自然语言处理 NLP python处理 python自然语言编程,56.55
机器人系统设计与制作 Python语言实现 计算机与,49.60
图灵程序设计丛书 Python数据分析实战 python语言编程入门Python程序设计,43.60
ZYAXIO 正版 零起点Python大数据与量化交易/何海群/9787121306594,92.82
人邮新书 Python机器学习实践指南 程序设计 python书,89.70
人民邮电：精通Python自然语言处理,60.18
正版 Python网络爬虫从入门到实践 计算机与互联网 Python爬虫的流程  使用pi,47.71
正版 Python和HDF 5大数据应用 在Python语言中用HDF5存储科学数据 Py,47.00
【XP计算机科学】Python设计模式第2版,47.00
6a正版现货 零起点python足彩大数据与机器学习实盘分析人工智能算法大数据分析 足彩图,90.74
精通Python自然语言处理 python自然语言处理开发教程书籍 python自然语言,60.18
人民邮电：精通Python自然语言处理,60.18
正版 爱上Python 一日精通Python编程 python编程基础学习手册 pytho,42.64
Python数据处理 基础知识 用Python完成数据获取 数据清洗 数据探索 数据呈现,94.00
面向ArcGIS的Python脚本编程 ArcGIS for Desktop专业用户,36.20
用Python写网络爬虫 Python编程入门教程书籍 数据抓取技术 框架Scrapy安装,40.95
6aPython语言程序设计/计算机科学丛书 (美)梁勇|译者:李娜 正版书籍,84.24
包邮 Python高性能编程+流畅的Python python语言编程教程书籍,165.60
书利用Python进行数据分析 python基础教程 python核心编程 python,83.20
人民邮电：Python设计模式 (第2版),53.04
全新正版 python金融大数据分析 python基础教程 python书籍 笨办法学py,86.00
正版 笨办法 学Python第3版计算机程序设计python基础教程python编程基础学,49.98
从零开始学Python程序设计 吴惠茹等编 计算机与,66.40
计算机科学导论——以Python为舟（第2版） 计算机与互联网 书箱|4980633,43.10
Python参考手册（第4版·修订版）python学习手册核心编程 python基础教程入,82.00
包邮 Python科学计算基础教程+Python科学计算(第2版) 2本,124.80
Selenium自动化测试之道——基于Python和Java语言 计算机…|6947746,51.90
包邮 Python爬虫开发与项目实战 +Python Web开发实战 2本,138.00
Python基础教程(第2版·修订版)python编程入门Python程序设计教程pyth,78.00
6a正版现货   Python 3程序开发指南 （第2版 修订版）python3.03.1,71.24
Python语言及其应用python语言程序设计Python程序设计教程Python书籍p,74.00
书9787111539896Python即学即用,65.00
Maya Python 游戏与影视编程指南 maya python游戏开发教程书籍 玛雅游,70.00
机工 Python自动化运维：技术与实践 刘天斯 9787111483069 首部从纵、深,67.00
Python编程快速上手 让繁琐工作自动化 Python从入门到精通 Python编程书籍,64.00
6a正版 Abaqus GUI程序开发指南 Python语言 abaqus gui编程教程,59.54
正版现货 Python树莓派编程 树莓派python开发教程书 树莓派入门教程 pytho,57.07
Python编程与问题求解 python语言编程教程书籍 python入门书 pytho,62.00
区域包邮 Python自动化运维：技术与实践+Python网络编程攻略 2本,86.80
包邮Python爬虫开发与项目实战+用Python写网络爬虫+Python网络数据采集,137.50
从零开始学Python网络爬虫 Python网络爬虫开发原理工具书 python网络爬虫,60.00
正版 数据科学导论:Python语言实现 python基础学习手册 python从入门到精,60.00
NLTK基础教程 用NLTK和Python库构建机器学习应用,40.20
正版书籍 精通Python自然语言处理 NLP python处理,59.00
预 售 人邮新书 Python高级编程 第2版 python 程序设计 编程源代码开发基础,115.70
6a全新正版 数据科学导论：Python语言实现 python基础学习手册 python从,47.84
Python密码学编程 信息安全加密算法软件开发计算机源代码,63.00
Python数据挖掘入门与实践 python3爬虫数据分析 挖掘基础教程/python数据,56.00
图灵程序设计丛书 Python数据分析实战 python语言编程入门Python程序设计教,56.00
Python数据挖掘入门与实践 python3爬虫数据分析 挖掘基础教程/python数据,56.00
Python编程基础 闫俊伢主编 计算机与互联网 书籍,36.90
Python自动化运维：技术与佳实践,49.70
包邮Python数据挖掘入门与实践+Python数据分析与挖掘实战  2本,95.00
深入浅出深度学习(原理剖析与Python实践),60.83
Python数据可视化/数据分析与决策技术丛书,51.06
包邮 Python程序设计案例课堂 计算机与互联网 编程语言与程序设计 主流软件开发方法,53.00
零起点Python机器学习快速入门+Python大战机器学习：数据科学家的小目标2本,96.00
包邮Python机器学习基础教程Python机器学习算法教程书籍预售,59.00
包邮 Python机器学习经典实例 计算机网络 程序设计 计算机与互联网 编程语言与程序,45.50
包邮 NLTK基础教程 用NLTK和Python库构建机器学习应用  自然语言处理 NL,36.80
流畅的Python  python编程教程书籍 python代码大全 python入门到,150.28
包邮 Python高级编程 第2版 Python编程语言教程书籍 python 程序设计,66.90
Python极客项目编程 python核心编程基础教程书籍 python编程语言从入门到精,49.50
包邮 Python数据分析与数据化运营 Python基础教程 Python编程语言教程书,77.60
Python学习手册 第4版 Python运维实践 计算机网络 程序设计机械工业 pyth,111.00
量化投资：以Python为工具 计算机与互联网 书籍,83.20
Python机器学习实践:测试驱动的开发方法 Python程序设计书,42.20
Python Web开发实战 python搭建web服务器 Python编程实践教程书 w,105.00
零起点Python足彩大数据与机器学习实盘分析  何海群著 Python编程语言教程书籍,77.00
零起点Python大数据与量化交易 大数据分析量化投资策略书籍 实盘交易手册 Python,77.00
树莓派Python编程入门与实战 (美)勃鲁姆//布莱斯纳罕|译者:王超//马立新 正版书,56.40
Python 金融大数据分析 python3爬虫数据分析 入门基础教程 金融分析处理与开发,73.20
PYTHONLINUX系统管理与自动化运维 畅销书籍 计算机 正版Python Linux,91.00
量化交易之路:用PYTHON做股票量化分析 阿布  新华书店正版畅销图书籍  量化交易之路,90.22
预 售 人邮新书 Python数据分析基础 零编程经验也可学会用火的Python语言进行数,89.70
Python Linux系统管理与自动化运维 Python Linux操作系统编程教程书,88.27
书9787115413529Python核心编程 第3版 英文版,128.70
量化投资：以Python为工具   编程语言与程序设计,67.32
量化交易之路 用Python做股票量化分析 计算机网络 程序设计 投资理财 证券股票 金,83.07
Python绝技 运用Python成为黑客 python编程教程书 黑客攻防技术与渗透测试,80.08
Python网络数据采集/图灵程序设计丛书 (美)米切尔|译者:陶俊杰//陈小莉 正版书籍,48.20
包邮 毫无障碍学Python 计算机 网络 程序设计 其他 Python语法 数据类型,46.80
人民邮电：精通Python自然语言处理,80.24
包邮 Python物理建模初学者指南  python数据结构设计教程书籍 python语,45.80
正版 Maya Python 游戏与影视编程 Maya Python基础知识与程序教学,79.30
Python大战机器学习：数据科个小目标 计算机与互联网 书籍,52.40
正版 Python基础教程 第2版 python2爬虫数据分析入门教程python编程教程,78.00
正版 Python基础教程 第2版修订版 自学入门教材 编程基础知识书籍 python指南,77.87
Python 机器学习 新书现货 用Python分析数据 预测结果的简单的方式,76.56
Python高级编程 第2版 Python编程语言教程书籍 python 程序设计 编程,90.71
机器人Python极客编程入门与实战 计算机与互联网 书籍,49.60
Python程序设计  计算机科学系列丛书  程序设计 编程书 计算机 程序设计教材 py,75.00
正版现货 Python地理数据处理 python数据处理 矢量数据 程序设计 使用Pyth,73.97
python编程入门教程 教孩子编程的图书 父与子的编程之旅 与小卡特一起学Python,69.70
正版 Python机器学习—预测分析核心算法 Python3爬虫数据分析编程教程书籍 py,69.00
Python网络编程 第3版 Python3爬虫数据分析编程理解技术 Python构建网络,58.40
流畅的Python  python编程教程书籍 python代码大全 python入门到,121.00
Python数据处理 全面掌握用Python进行爬虫抓取以及数据清洗与分析的方法 轻松实现,90.00
机工 Python自动化运维：技术与实践 刘天斯 9787111483069 首部从纵、深,67.21
机械工业：Python爬虫开发与项目实战,81.65
Python高级编程 第2版 Python编程语言教程书籍 python 程序设计 编程源,116.00
6a正版 Python Cookbook（第3版）中文版 Python编程书籍 Pytho,106.34
正版现货 Python树莓派编程 树莓派python开发教程书 树莓派入门教程 pytho,63.70
正版 Python高手之路 第3版 python3爬虫数据分析 绝技核心编程基础视频教程网,57.00
正版 Python和Pygame游戏开发指南 Python 2D游戏开发教程 Python,61.00
Python核心编程 第3版+Python基础教程 全2册 python开发大全 pyth,164.00
Python程序设计教程 涵盖python3.0到3.5实用特性   python基础学,59.54
人民邮电：Python 算法教程,69.00
正版现货 精通Python自然语言处理 NLP python处理 python自然语言编程,56.55
机器人系统设计与制作 Python语言实现 计算机与,49.60
图灵程序设计丛书 Python数据分析实战 python语言编程入门Python程序设计,43.60
ZYAXIO 正版 零起点Python大数据与量化交易/何海群/9787121306594,92.82
人邮新书 Python机器学习实践指南 程序设计 python书,89.70
人民邮电：精通Python自然语言处理,60.18
正版 Python网络爬虫从入门到实践 计算机与互联网 Python爬虫的流程  使用pi,47.71
预 售 人邮新书 21天学通C++ 第8版 Java Python 程序设计书籍 软件开发,107.44
机械工业：Python爬虫开发与项目实战,107.44
人邮新书 Python机器学习实践指南 程序设计 python书,89.70
Python核心编程第3版 python开发大全 python入门到精通书籍 python,90.00
人民邮电：Python金融大数据分析,99.00
Python Linux系统管理与自动化运维 Python Linux操作系统编程教程书,88.27
Python基础教程(第2版修订版) 计算机/网络Python编程书 程序测试 程序设计,88.18
包邮 Python数据可视化 python面向对象应用程序设计教程 编程教程教材 pyt,53.00
NLTK基础教程——用NLTK和Python库构建机器学习应用,35.00
包邮 跟老齐学Python：Django实战 Django开发实战教程书籍 Django,52.50
【BD计算机科学】Python编程（第四版）/Python编程基础,190.00
WX正版 Python地理数据处理 Chris Garrard 加勒德 人民邮电出版社 计,80.58
Python基础教程(第2版修订版)图灵程序设计丛书 python基础学习手册 pytho,80.73
Python数据科学实践指南/大数据技术丛书 纪路 正版书籍,45.23
Python数据分析基础 计算机与互联网 书籍,53.70
正版现货 Python项目开发实战 Python技能项目开发书籍 Python语言  Py,76.70
Python 3.5从零开始学 刘宇宙著 python3.5编程入门教程书 python初,76.70
机械工业：利用Python进行数据分析,121.04
Python参考手册+Python Web开发实战+ Python高效开发实战共3本,206.00
Python Web开发实战 python搭建web服务器 Python编程实践教程书 w,98.28
Python高手之路 第3版 入门提高教程书,41.30
Python数据挖掘：概念、方法与实践 python编程语言入门教程书籍,42.50
c正版现货 量化投资：以Python为工具 电子工业 吉林书店 ZSF,96.20
Python数据处理 全面掌握用Python进行爬虫抓取以及数据清洗与分析的方法 轻松实现,94.00
Python Linux系统管理与自动化运维 Python Linux操作系统编程教程书,88.27
Python 金融大数据分析 python3爬虫数据分析 入门基础教程 金融分析处理与开发,90.09
正版人邮新书 Python数据分析基础 零编程经验也可学会用的Python语言进行数据分析,89.70
包邮 Python爬虫开发与项目实战+网络爬虫全解析+Python网络爬虫实战,214.50
Python 机器学习 新书现货 用Python分析数据 预测结果的简单的方式,76.56
正版 Python 入门经典 python编程教程 python核心编程教程 python,31.59
精通Python设计模式/图灵程序设计丛书 (荷)萨基斯·卡萨姆帕里斯|译者:夏永锋 正版,36.70
预售 Python数据挖掘：概念、方法与实践 python编程语言入门教程书籍 pytho,59.16
正版 Python项目开发实战 第2版 计算机编程书籍 Web前端开发教程书籍 Pytho,81.33
包邮 MySQL运维内参：MySQL Galera+流畅的Python python 2本,190.00
【】正版 Python基础教程 第2版修订版 python编程基础学习手册 入门经典,72.80
正版 数据科学实战手册（R+Python）数据编程语言教程书籍 数据采集处理清洗分析建模可,60.84
Python程序设计教程 涵盖python3.0到3.5实用特性   python基础学,59.54
Python机器学习经典实例 深度学习 技术预测建模无监督 python语言编程入门书籍,57.59
Python基础教程(第2版修订版) 计算机/网络Python编程书 程序测试 程序设计,88.18
包邮 Python程序设计入门到实战 Python语言的基础知识 程序设计环境的安装与设,53.30
包邮 数据结构 Python语言描述 Python语言描述 Python语言版 国外高等,53.00
利用Python进行数据分析 大量实践案例 利用Python库高效解决数据分析问题 Py,85.00
python高效开发实战 Python语言编程基础教程书籍 核心编程 Python Web,69.00
数据结构 Python语言描述 计算机与互联网 书籍,58.00
深度学习原理与TensorFlow实践+技术解析与实战+流畅的Python 3本,207.90
Python 3面向对象编程  python3程序开发指南 设计教程书籍 行业软件及应用,81.77
人民邮电：Python机器学习经典实例,58.00
Python网络数据采集 python语言网络数据采集教程书籍 python编程基础入门教,55.12
书Python Web开发实战 python搭建web服务器 Python编程实践教程书,98.28
python基础教程 零基础入门学习Python 3 鱼C工作室小甲鱼编著 程序设计核心编,46.07
Python设计模式第2版,51.00
书零起点Python大数据与量化交易 大数据分析量化投资策略书籍 实盘交易手册 Pyth,94.64
人民邮电：Python机器学习经典实例,60.18
包邮 机器人Python极客编程入门与实战 Python极客团队 python极客机器人,45.80
正版 Python 面向对象编程指南 python面向对象应用程序设计教程 python模,79.30
正版Python数据分析基础 畅销书籍 计算机编程书籍网络开发 正版Python数据分析基,78.00
"正版""笨办法""学Python(第3版)python教程python核心编程基础教程从入门到",39.69
包邮机器学习 Python实践+大战机器学习+机器学习+机器学习快速入门 4本,191.80
正版 Python和HDF5大数据应用 在Python语言中用HDF5存储科学数据 Pyt,45.50
Python编程入门(第3版) 程序设计书籍 Python 编程 计算机书籍,43.56
包邮精通Scrapy网络爬虫+Python与机器学习实战+Python机器学习算法,147.50
"""笨办法""学Python 第3版 计算机程序设计 python基础教程python编程基础",38.74
Python科学计算基础教程 python核心基础编程数据分析书籍从入门到精通 Pytho,36.20
预 售 人邮新书 Python机器学习经典实例 人工智能 机器人 无人驾驶 8月下旬入库,76.70
Python语言程序设计中文版 计算机科学丛书 梁勇 机械工业社 以实例教 实践学 采用基,74.88
程序设计导论 Python语言实践 Python编程入门教程书籍 面向对象编程 Pytho,61.60
流畅的Python 计算机与互联网 书箱|5590444,104.30
Maya Python 游戏与影视编程指南 maya python游戏开发教程书籍 玛雅游,69.81
人邮新书 Python数据分析基础 零编程经验也可学会用的Python语言进行数据分析,90.00
书9787115407351Python和Pygame游戏开发指南,76.70
包邮数据科学家养成手册+Python大战机器学习+数据科学家修炼之道 3本,164.00
6a正版现货Python 面向对象编程指南 python面向对象程序设计教程书 pytho,80.34
Python编程快速上手——让繁琐工作自动化 Python3爬虫数据分析语言基础教程书籍,69.00
正版 Python程序设计教程 Python语言编程教程 Python编程初学者指南Pyt,31.15
Python金融实战 程序设计 编程 python编程,81.00
正版现货 Python机器学习 预测分析核心算法 从零基础开始学习python数据分析开发,64.87
PYTHON程序设计教程 畅销书籍 计算机 正版Python程序设计教程,64.22
正版现货 Python和Pygame游戏开发指南 计算机/程序设计/Python Pyth,63.57
正版现货 Python数据科学实践指南 python数据挖掘技术教程/python编程教程,60.58
正版 PyQt5快速开发与实战 PyQt5教程书籍 qt基础知识 Python Qt 5实,98.00
Python数据科学导论 介绍数据科学 计算机网络 程序设计 学习数据科学知识的入门教材,60.97
跟老齐学Python-轻松入门 python核心编程技术python语言编程基础教程 跟老,59.67
正版经典 Python基础教程第2版修订版 Python小甲鱼教程书籍Python编程从入,72.92
Python高效开发实战 Django、Tornado、Flask、Twisted/Pyt,78.00
Python基础教程(第2版) 计算机与互联网 书箱|3770059,60.80
正版现货 Python游戏编程快速上手 计算机网络程序设计书籍 python基础教程学习手,57.20
Selenium2自动化测试实战:基于Python语言 虫师 本书适合软件功能测试人员、软,55.64
Python网络爬虫实战/Python语言编程教程书籍/Python网络爬虫入门到精通/数,55.12
程序设计导论：Python语言实践 计算机与互联网 书箱|5007973,53.70
6a正版 Python 金融大数据分析 python入门基础教程 金融分析处理与开发书籍,98.54
Python网络爬虫从入门到实践 计算机与互联网 Python爬虫的流程  使用pip安,52.00
正版 Python游戏编程入门 Python语言编程教程 程序设计书籍 Python编程初,51.74
6aPython可以这样学 董付国 正版书籍,73.75
数据馆员的Python简明手册 顾立平田鹏伟编 计算,45.80
Python数据分析基础（影印版） 计算机与互联网 书箱|5413829,66.40
Python物理建模初学者指南 python数据结构设计教程书籍 python语言基础入门,43.60
Python数据处理+用Python写网络爬虫+Python网络数据采集  3本,142.00
正版 Python性能分析与优化 python语言编程入门书籍 Python程序设计教材,51.00
人民邮电：Python机器学习经典实例,59.00
人民邮电：Python机器学习经典实例,60.18
Python数据分析基础 教材 专科教材 工学 编程语言 学习Python的基础教材 P,45.37
正版 精通Python设计模式 处理对象创建设计模式书籍 Python3爬虫数据分析 开发,48.00
6a正版现货 Python 3面向对象编程 python3程序开发指南教程 python教,82.94
Python极客项目编程 计算机与互联网 书籍,56.60
6aEffectivePython(编写高质量Python代码的59个有效方法英文版)/原,69.29
Python金融实战 程序设计 编程 python编程,77.00
精通Python网络爬虫 核心技术 框架与项目实战 韦,58.00
网络爬虫全解析 技术、原理与实践+精通Python网络爬虫+Python 网络爬虫实战,146.00
Python语言及其应用python语言程序设计Python程序设计教程Python书籍p,68.81
人民邮电：用Python写网络爬虫,44.00
笨办法 学Python 第3版 计算机程序设计 python基础教程python编程基础学,44.59
Python程序设计与算法基础教程（21世纪高等学校计算机专业实用规划教…|5836452,51.90
正版现货 用Python写网络爬虫 python爬虫 编程入门教程书籍 数据抓取技术框架S,38.03
Python数据处理 全面掌握用Python进行爬虫抓取以及数据清洗与分析的方法 轻松实现,90.00
父与子的编程之旅 与小卡特一起学Python 教孩子编程的图书 python编程入门教程,64.00
6a正版现货 Python数据分析 编程教程教材 python面向对象应用程序设计教程 p,62.14
6a正版现货 Python数据挖掘入门与实践 数据挖掘入门读物书 python数据挖掘导论,62.14
python3.5基础教程从零开始学 Python基础教程,57.00
正版 流畅的Python 计算机与互联网程语言与程序设计 新书,122.85
现货 Python数据科学入门 快速掌握数据采集与清洗 数据分析 机器学习等任务工具 轻松,64.00
【BD计算机科学】Python网络编程第3版,67.10
Python数据科学实践指南/大数据技术丛书,45.43
包邮 Python爬虫开发与项目实战+网络爬虫全解析+网络爬虫实战+精通Python,214.50
包邮 Python高性能编程+Python爬虫开发与项目实战 2本,120.00
包邮 轻量级Django+Python高效开发实战  2本,97.00
包邮  深度学习原理与TensorFlow实践+Python大战机器学习 共2本,116.00
包邮 Python爬虫开发与项目实战 +精通Python网络爬虫:核心技术、框架与项目实战,112.00
包邮 Python与机器学习实战+深入浅出深度学习:原理剖析与Python实践 2本,112.00
包邮   Python机器学习算法+深入浅出深度学习：原理剖析与Python实践,110.90
包邮 预测分析 Python语言实现+预测分析建模:Python与R语言实现 2本,104.00
精通Python自然语言处理 NLP python处理,41.30
Python高级编程 第2版 python 程序设计 编程源代码开发基,62.30
包邮  Python机器学习实践指南+ 零起点Python机器学习快速入门,96.00
包邮Python数据挖掘入门与实践+Python性能分析与优化  2本,77.00
Python爬虫开发与项目实战,74.26
Python并行编程参考手册(影印版),58.74
区域包邮 Python算法教程+Python和Pygame游戏开发指南  2本,95.80
包邮 从零开始学Python网络爬虫+用Python写网络爬虫+Python网络数据采集,121.00
Python数据分析基础 python数据分析技术教程书籍 python数据挖掘,48.90
包邮 Python数据分析实战 计算机 网络 程序设计 数据分析 数据可视化,59.80
零起点Python足彩大数据与机器学习实盘分析,75.20
Python Web开发学习实录(配光盘)(Web程序员成功之路),47.50
流畅的Python PSF研究员 知名PyCon演讲者心血之作 全面深入 对Python语,180.70
机器学习系统设计 机器学习教程书籍 入门教程 python机器学习教程,35.00
包邮 数据天才：数据科学家修炼之道+Python大战机器学习:数据科学家的第一个小目标,115.00
Tensorflow：实战Google深度学习框架+Python机器学习  2本,110.00
包邮 Selenium自动化测试之道 基于Python和Java语言+自动化测试实战,88.00
包邮 Python高级编程 第2版 Python编程语言教程书籍 python 程序设计,66.90
包邮 Python Qt GUI快速编程:PyQt编程指南 计算机网络 python语言,62.00
Python程序设计——从基础到开发 Python语言编程入门教程书籍,35.20
包邮 Python大战机器学习 数据科学家的第一个小目标+Python机器学习及实践,85.80
区域包邮 Python数据分析与挖掘实战+贝叶斯思维:统计建模的Python学习法  2本,88.30
包邮 流畅的Python  python编程教程书籍 python代码大全 python,110.50
流畅的Python/图灵程序设计丛书,145.56
正版现货 python高效开发实战 Python语言编程基础教程书籍 核心编程 Pytho,78.00
人民邮电 流畅的Python python数据分析代码大全入门到精通教程 Python开发,141.78
正版 Python地理数据处理 python数据分析实战教程书籍 NumPy和SciPy地,102.70
正版现货 Python数据分析实战+Python基础教程 2册 python语言编程入门,123.50
零起点Python大数据与量化交易/金融科技丛书/TopQuantCHRD前海智库 何海群,75.00
Python新手使用Django架站的16堂课 何敏煌 正版书籍,69.22
正版 预测分析建模:Python与R语言实现 电脑计算机程序设计教程教材数据科学与工程技术,66.36
Python绝技(运用Python成为*黑客)/安全技术大系 (美)奥科罗|译者:崔孝晨/,64.60
预测分析：Python语言实现 预测分析建模教程书籍 数据可视化分析技术书籍,42.00
机器学习系统设计：Python语言实现,41.90
图解服务器端网络架构 编程 计算机书籍 python爬虫 游戏开发 局域网组建 网站开发,58.40
Python核心编程 第3版 编程从入门到实践 Python核心语言开发指南 自学教程基础,90.74
正版 Python核心编程 第3版 英文版,96.20
父与子的编程之旅(与小卡特一起学Python)/图灵程序设计丛书 (美)桑德//桑德|译者,57.00
Python高效开发实战:Django、Tornado、Flask、Twisted Py,90.87
正版 树莓派Python编程入门与实战(第2版)强调实践教学 以示例引导读者完成常见的任务,55.89
Python核心编程第3版 python开发大全 python入门到精通书籍 python,90.09
Python高级编程 第2版 Python编程语言教程书籍 python 程序设计 编程,86.97
包邮 Python程序设计案例课堂 计算机与互联网 编程语言与程序设计 主流软件开发方法,53.00
Python机器学习 学习实战 python基础教程指南 数据结构与算法分析 人工神经网络,74.88
Python Qt GUI快速编程:PyQt编程指南 计算机网络 python语言编程入,80.60
包邮 Python机器学习经典实例 计算机网络 程序设计 计算机与互联网 编程语言与程序,45.50
Python程序设计  计算机科学系列丛书  程序设计 编程书 计算机 程序设计教材 py,75.01
正版 Python数据分析 编程教程 python3爬虫数据分析 应用程序设计教程 pyt,61.00
正版 Python项目开发实战 第2版 计算机编程书籍 Web前端开发教程书籍 Pytho,72.15
正版Python可以这样学 高等院校计算机专业、软件工程专业等专业的Python教材 97,67.28
包邮从零开始学Python程序设计 适用于Python3.5版本以上 网络爬虫教程书,59.00
零起点python足彩大数据与机器学习实盘分析+零起点Python机器学习快速入门+大,266.00
包邮 Python Web开发实战+Python Qt GUI快速编程：PyQt编程指南,136.50
包邮 Python金融实战 金融数据分析教程书籍 数据计算器编程教程 应用 机器学习算法,58.80
包邮 Python地理数据处理 python数据分析实战教程书籍,60.50
包邮 Python物理建模初学者指南 Python数据处理入门到实践 书籍,47.50
包邮  Python数据可视化 Python编程语言入门书籍 数据分析与可视化,56.00
包邮  Selenium自动化测试之道——基于Python和Java语言 计算机 软件开发,47.50
跟老齐学Python：轻松入门,38.94
6a正版现货 Python学习手册 python学习参考手册  python编程入门经典书,120.64
Python程序设计教程,33.83
包邮 Python Linux系统管理与自动化运维 Python Linux操作系统编程,67.90
包邮 Python密码学编程+Python算法教程  2本,101.70
Abaqus GUI程序开发指南（Python语言）+Abaqus经典例题集  2本,100.50
包邮  OpenCV 3计算机视觉 Python语言实现(原书第2版)+视觉SLAM十四讲,92.80
包邮 Selenium自动化测试之道——基于Python和Java语言 计算机 软件开发,45.80
elenium自动化测试基于Python语言+Selenium WebDriver3,88.50
包邮 数据结构 Python语言描述 Python语言描述 Python语言版 国外高等,53.00
机器人Python极客编程入门与实战,44.80
包邮 Python数据科学入门 计算机网络 程序设计 教材 高职高专教材 计算机 计算机,38.60
包邮 Python游戏编程快速上手 第4版 计算机网络 程序设计制作流程书 游戏编程入门,51.00
正版书籍 Python数据处理 计算机类-数据库,84.20
区域包邮 Python算法教程+Python黑帽子:黑客与渗透测试编程之道  2本,92.80
包邮 Web接口开发与自动化测试——基于Python语言+软件自动化测试开发  2本,88.00
包邮 毫无障碍学Python 计算机 网络 程序设计 其他 Python语法 数据类型,46.80
包邮 预测分析：Python语言实现 计算机网络 程序设计 机器学习算法的工作原理 数据,46.50
包邮 机器人Python极客编程入门与实战 Python极客团队 python极客机器人,45.80
区域包邮 游戏大师Chris Crawford谈互动叙事+Python游戏编程入门  2本,80.50
机器学习 Python实践 魏贞原 Python机器学习入门图书 Python编程语言教程,42.50
Python高性能编程 Python基础教程书籍 Python编程从入门到实践 流畅的P,78.00
正版  Python Cookbook（第3版）中文版 Python图书升级版本 Pyth,103.87
Python数据科学导论 python语言编程教程书籍 Python数据分析实战,42.50
包邮 从零开始学Python程序设计 python初学者指南 网络爬虫 数据采集 基础计,62.60
用Python写网络爬虫 流畅的python基础书籍 3.0/2.0代码核心语言视频实践教,38.35
包邮 Python程序设计  python编程基础教程书籍 python算法教程 pyt,62.60
Python核心编程 第3版 编程从入门到实践 Python核心语言二开发指南 自学教程基,90.87
包邮 Python全栈开发实践入门 python全栈开发教程书籍 python全栈开发工,53.00
人民邮电：Python金融大数据分析,100.98
正版 Python核心编程第3版 python3爬虫数据分析 python入门实战书籍 p,78.00
python高效开发实战 Python语言编程基础教程书籍 核心编程 Python Web,83.85
Python金融实战 Python金融大数据分析技术书籍 python基础教程书籍,58.40
Python机器学习 学习实战 python基础教程指南 数据结构与算法分析 人工神经网,80.60
包邮 Python网络爬虫从入门到实践 计算机与互联网 Python爬虫的流程  使用p,40.00
包邮 预测分析：Python语言实现 计算机网络 程序设计 机器学习算法的工作原理 数据,46.50
包邮 Python程序设计与算法基础教程（21世纪高等学校计算机专业实用规划教材）Pyt,45.00
精通Python自然语言处理+NLTK基础教程+NLP汉语自然语言处理原理深度学习4本,189.90
人民邮电Python自然语言处理 python编程语言程序设计书籍 计算机科学 pytho,90.78
Python全栈开发实践入门 python教程书籍 python全栈开发工程师前端后端开,69.00
正版现货 Python算法教程 计算机编程 程序设计 python语言编程入门教程 pyt,72.54
Python编程快速上手——让繁琐工作自动化,71.76
Python语言及其应用python语言程序设计Python程序设计教程Python书籍p,58.40
Python基础教程 第2版 编程从入门到实践 核心语言开发指南 自学教程基础书籍 程序设,68.64
Python机器学习算法+大战机器学习+机器学习及实践+TensorFlow实战 4本,186.00
跟老齐学PYTHON:DJANGO实战 畅销书籍 计算机 正版跟老齐学Python Dja,70.00
Maya Python 游戏与影视编程指南 maya python游戏开发教程书籍 玛雅游,69.81
Python地理数据处理 python数据处理 ArcGIS 矢量数据,81.00
Python极客项目编程 iTunes播放列表文件剖析 代码 命令行选项 海龟画图 运行,66.17
实用机器学习 适合人工智能开发者 程序员 软件工程师 数据分析师使用 用Python从实,68.77
6a正版现货 Python绝技 运用Python成为黑客 python编程教程书 pyth,82.94
正版现货 Python密码学编程 python基础教程 核心编程书籍 python入门学习,67.21
包邮 Python物理建模初学者指南  python数据结构设计教程书籍 python语,45.80
包邮 从零开始学Python网络爬虫 Python网络爬虫开发原理工具书 python网,47.60
Python计算机视觉编程 核心编程设计开发基础教程 动态脚本语言教材 python高手之,49.60
Swift：面向协议编程+用Python写网络爬虫 2本,80.00
包邮 Python游戏编程快速上手 第4版 计算机网络 程序设计制作流程书 游戏编程入门,51.00
漏洞战争：软件漏洞分析精要+Web安全深度剖析+揭秘家用路由器+Python绝技,248.60
